150	3620.04
151	3614.35
152	3611.89
153	3616.25
154	3627.51
155	3644.74
156	3666.75
157	3692.28
158	3720.08
159	3748.91
160	3777.52
161	3804.66
162	3829.25
163	3850.76
164	3869.36
165	3885.46
166	3899.52
167	3911.97
168	3923.26
169	3933.84
170	3944.16
171	3954.56
172	3965.10
173	3975.43
174	3985.05
175	3993.47
176	4000.18
177	4004.66
178	4006.43
179	4004.97
180	3999.97
181	3991.73
182	3981.36
183	3970.24
184	3959.80
185	3951.45
186	3946.62
187	3946.71
188	3953.14
189	3966.96
190	3988.03
191	4014.73
192	4044.95
193	4076.52
194	4107.25
195	4134.97
196	4157.50
197	4172.71
198	4178.91
199	4176.02
200	4165.77
201	4150.54
202	4132.73
203	4114.76
204	4099.05
205	4088.02
206	4084.03
207	4088.95
208	4102.87
209	4124.06
210	4150.23
211	4179.01
212	4208.06
213	4235.01
214	4257.51
215	4273.27
216	4280.58
217	4279.63
218	4272.35
219	4261.21
220	4248.69
221	4237.30
222	4229.54
223	4227.91
224	4234.81
225	4251.98
226	4279.17
227	4314.47
228	4355.57
229	4400.09
230	4445.69
231	4490.01
232	4530.68
233	4565.43
234	4592.62
235	4612.22
236	4625.34
237	4633.37
238	4637.71
239	4639.76
240	4640.93
241	4642.62
242	4646.17
243	4652.54
244	4661.86
245	4673.74
246	4687.69
247	4703.22
248	4719.82
249	4737.01
250	4754.29
251	4771.19
252	4787.42
253	4802.96
254	4817.98
255	4832.66
256	4847.16
257	4861.68
258	4876.39
259	4891.47
260	4907.05
261	4923.00
262	4938.85
263	4953.96
264	4967.66
265	4979.29
266	4988.20
267	4993.72
268	4995.20
269	4992.16
270	4984.67
271	4973.54
272	4959.82
273	4944.56
274	4928.84
275	4913.73
276	4900.31
277	4889.61
278	4882.48
279	4879.08
280	4879.00
281	4881.61
282	4886.29
283	4892.43
284	4899.39
285	4906.55
286	4913.32
287	4919.29
288	4924.54
289	4929.50
290	4934.65
291	4940.50
292	4947.54
293	4956.27
294	4967.19
295	4980.76
296	4997.19
297	5016.22
298	5037.38
299	5060.14
300	5083.95
301	5108.28
302	5132.61
303	5156.40
304	5179.05
305	5199.68
306	5217.06
307	5229.77
308	5236.40
309	5235.54
310	5225.77
311	5205.67
312	5173.88
313	5129.72
314	5074.65
315	5012.28
316	4946.86
317	4882.68
318	4824.06
319	4775.30
320	4740.68
321	4724.31
322	4728.73
323	4752.81
324	4792.86
325	4844.65
326	4903.92
327	4966.38
328	5027.78
329	5083.84
330	5130.62
331	5165.61
332	5188.87
333	5201.62
334	5205.28
335	5201.29
336	5191.08
337	5176.07
338	5157.69
339	5137.29
340	5115.89
341	5094.20
342	5072.81
343	5052.28
344	5033.21
345	5016.14
346	5001.67
347	4990.34
348	4982.49
349	4977.96
350	4976.21
351	4976.62
352	4978.54
353	4981.34
354	4984.39
355	4987.05
356	4988.76
357	4989.29
358	4989.01
359	4988.55
360	4988.60
361	4989.83
362	4992.94
363	4998.61
364	5007.51
365	5020.07
366	5035.94
367	5053.94
368	5072.60
369	5090.43
370	5105.94
371	5117.65
372	5124.08
373	5123.81
374	5116.11
375	5101.69
376	5082.23
377	5059.61
378	5035.71
379	5012.44
380	4991.68
381	4975.31
382	4965.03
383	4961.64
