150	4758.95
151	4760.75
152	4770.81
153	4792.10
154	4824.32
155	4865.32
156	4912.39
157	4962.74
158	5013.57
159	5062.10
160	5105.55
161	5141.14
162	5166.59
163	5181.35
164	5187.09
165	5186.23
166	5181.30
167	5174.82
168	5169.30
169	5167.29
170	5171.26
171	5183.28
172	5203.69
173	5230.72
174	5261.81
175	5294.35
176	5325.68
177	5353.16
178	5374.17
179	5386.09
180	5386.82
181	5376.12
182	5356.11
183	5329.72
184	5300.00
185	5269.98
186	5242.70
187	5221.20
188	5208.50
189	5207.11
190	5217.86
191	5239.47
192	5269.94
193	5307.20
194	5349.17
195	5393.78
196	5438.95
197	5482.62
198	5522.93
199	5558.79
200	5589.93
201	5616.37
202	5638.16
203	5655.34
204	5667.97
205	5676.09
206	5679.77
207	5679.21
208	5675.11
209	5668.71
210	5661.37
211	5654.49
212	5649.48
213	5647.72
214	5650.63
215	5659.55
216	5675.51
217	5698.47
218	5727.36
219	5760.84
220	5797.53
221	5836.05
222	5875.04
223	5913.12
224	5948.94
225	5981.47
226	6010.48
227	6036.45
228	6060.04
229	6081.92
230	6102.77
231	6123.25
232	6144.03
233	6165.78
234	6189.02
235	6213.98
236	6240.66
237	6269.01
238	6298.97
239	6330.50
240	6363.52
241	6398.00
242	6433.81
243	6470.49
244	6506.73
245	6540.78
246	6570.75
247	6594.75
248	6610.92
249	6617.37
250	6612.23
251	6593.90
252	6562.30
253	6520.12
254	6471.47
255	6420.71
256	6372.22
257	6330.36
258	6299.50
259	6283.99
260	6287.57
261	6311.31
262	6352.20
263	6405.53
264	6466.32
265	6529.59
266	6590.38
267	6643.71
268	6684.65
269	6709.07
270	6715.83
271	6707.32
272	6687.20
273	6659.27
274	6627.31
275	6595.12
276	6566.50
277	6545.18
278	6534.13
279	6534.08
280	6543.66
281	6560.88
282	6583.71
283	6610.13
284	6638.10
285	6665.61
286	6690.66
287	6711.68
288	6728.01
289	6739.69
290	6746.89
291	6749.79
292	6748.58
293	6743.45
294	6734.57
295	6722.18
296	6706.68
297	6688.84
298	6669.60
299	6649.95
300	6630.87
301	6613.36
302	6598.40
303	6586.97
304	6579.88
305	6577.21
306	6578.10
307	6581.24
308	6585.32
309	6588.98
310	6590.89
311	6589.73
312	6584.17
313	6573.26
314	6557.09
315	6536.83
316	6513.97
317	6490.03
318	6466.51
319	6444.93
320	6426.81
321	6413.61
322	6406.35
323	6405.08
324	6409.14
325	6417.71
326	6429.98
327	6445.12
328	6462.31
329	6480.75
330	6499.62
331	6518.28
332	6536.29
333	6553.32
334	6569.07
335	6583.23
336	6595.49
337	6605.54
338	6613.09
