150	4126.27
151	4128.54
152	4136.30
153	4151.16
154	4172.97
155	4200.52
156	4232.24
157	4266.54
158	4301.81
159	4336.45
160	4368.85
161	4397.44
162	4420.80
163	4438.22
164	4449.87
165	4456.22
166	4457.78
167	4455.04
168	4448.53
169	4438.74
170	4426.18
171	4411.36
172	4394.76
173	4376.85
174	4358.07
175	4338.89
176	4319.77
177	4301.14
178	4283.48
179	4267.25
180	4252.98
181	4241.54
182	4234.19
183	4232.32
184	4237.37
185	4250.74
186	4273.85
187	4308.11
188	4354.92
189	4415.18
190	4488.06
191	4570.65
192	4659.29
193	4750.25
194	4839.80
195	4924.21
196	4999.74
197	5062.72
198	5110.06
199	5140.83
200	5156.53
201	5159.49
202	5152.12
203	5136.81
204	5115.96
205	5091.99
206	5067.28
207	5044.00
208	5023.58
209	5006.70
210	4993.80
211	4985.30
212	4981.61
213	4983.14
214	4990.32
215	5003.53
216	5022.99
217	5048.32
218	5078.57
219	5112.66
220	5149.46
221	5187.88
222	5226.79
223	5265.09
224	5301.69
225	5335.73
226	5366.94
227	5395.60
228	5422.11
229	5446.87
230	5470.29
231	5492.78
232	5514.76
233	5536.60
234	5558.51
235	5580.25
236	5601.25
237	5620.88
238	5638.47
239	5653.39
240	5665.00
241	5672.63
242	5675.71
243	5674.04
244	5668.27
245	5659.54
246	5649.14
247	5638.34
248	5628.41
249	5620.61
250	5616.23
251	5616.43
252	5621.80
253	5631.92
254	5645.80
255	5662.39
256	5680.61
257	5699.39
258	5717.68
259	5734.40
260	5748.65
261	5760.14
262	5769.58
263	5778.09
264	5786.85
265	5797.03
266	5809.81
267	5826.37
268	5847.87
269	5875.19
270	5908.14
271	5945.27
272	5984.69
273	6024.44
274	6062.57
275	6097.14
276	6126.19
277	6147.83
278	6160.63
279	6164.60
280	6161.10
281	6151.88
282	6138.72
283	6123.40
284	6107.70
285	6093.38
286	6082.18
287	6075.28
288	6072.66
289	6073.42
290	6076.45
291	6080.65
292	6084.91
293	6088.11
294	6089.15
295	6087.00
296	6081.10
297	6071.77
298	6059.81
299	6046.10
300	6031.50
301	6016.89
302	6003.15
303	5991.15
304	5981.68
305	5975.10
306	5971.26
307	5969.77
308	5970.20
309	5972.16
310	5975.22
311	5978.96
312	5982.98
313	5986.91
314	5990.52
315	5993.72
316	5996.46
317	5998.72
318	6000.43
319	6001.57
320	6002.09
