150	4720.64
151	4710.26
152	4694.77
153	4675.78
154	4653.80
155	4629.97
156	4605.72
157	4582.50
158	4561.76
159	4544.95
160	4533.51
161	4528.89
162	4532.19
163	4543.40
164	4561.03
165	4583.08
166	4607.52
167	4632.28
168	4655.31
169	4674.57
170	4688.02
171	4693.98
172	4692.14
173	4683.88
174	4671.20
175	4656.14
176	4640.80
177	4627.22
178	4617.47
179	4613.62
180	4617.45
181	4629.82
182	4650.41
183	4678.47
184	4713.22
185	4753.85
186	4799.60
187	4849.64
188	4903.21
189	4959.47
190	5017.48
191	5076.18
192	5134.45
193	5191.18
194	5245.23
195	5295.49
196	5340.83
197	5380.16
198	5412.59
199	5438.04
200	5457.31
201	5471.52
202	5481.82
203	5489.34
204	5495.24
205	5500.65
206	5506.71
207	5514.31
208	5523.67
209	5534.22
210	5545.18
211	5555.75
212	5565.10
213	5572.44
214	5576.95
215	5577.85
216	5574.61
217	5567.54
218	5557.71
219	5546.41
220	5534.95
221	5524.65
222	5516.82
223	5512.78
224	5513.80
225	5520.84
226	5533.98
227	5552.55
228	5575.67
229	5602.46
230	5632.04
231	5663.53
232	5696.04
233	5728.71
234	5760.70
235	5791.34
236	5820.02
237	5846.18
238	5869.25
239	5888.67
240	5903.85
241	5914.25
242	5919.39
243	5919.39
244	5915.69
245	5910.53
246	5906.31
247	5905.46
248	5910.37
249	5923.46
250	5947.14
251	5983.53
252	6033.28
253	6094.30
254	6163.11
255	6235.97
256	6309.14
257	6378.89
258	6441.46
259	6493.15
260	6530.65
261	6552.52
262	6560.19
263	6556.28
264	6543.58
265	6524.89
266	6503.01
267	6480.73
268	6460.84
269	6445.73
270	6436.48
271	6432.55
272	6432.79
273	6436.05
274	6441.13
275	6446.85
276	6452.02
277	6455.51
278	6456.45
279	6454.94
280	6451.93
281	6448.63
282	6446.27
283	6446.08
284	6449.28
285	6457.09
286	6470.68
287	6490.63
288	6516.17
289	6545.56
290	6576.83
291	6608.03
292	6637.17
293	6662.28
294	6681.39
295	6692.68
296	6695.07
297	6688.91
298	6675.31
299	6655.52
300	6630.79
301	6602.36
302	6571.48
303	6539.41
304	6507.28
305	6475.89
306	6445.45
307	6416.02
